Date,HDFCBANK.NS,RELIANCE.NS,TCS.NS
2024-09-23 00:00:00+00:00,1759.800048828125,1493.375,4268.5
2024-09-24 00:00:00+00:00,1768.050048828125,1489.375,4271.2998046875
2024-09-25 00:00:00+00:00,1779.0999755859375,1493.949951171875,4274.75
2024-09-26 00:00:00+00:00,1783.449951171875,1497.949951171875,4292.5
2024-09-27 00:00:00+00:00,1752.6500244140625,1526.175048828125,4308.7001953125
2024-09-30 00:00:00+00:00,1732.050048828125,1476.574951171875,4268.5
2024-10-01 00:00:00+00:00,1726.199951171875,1464.824951171875,4287.89990234375
2024-10-03 00:00:00+00:00,1682.0,1406.9749755859375,4232.75
2024-10-04 00:00:00+00:00,1657.6500244140625,1386.5250244140625,4252.25
2024-10-07 00:00:00+00:00,1617.800048828125,1370.7249755859375,4272.85009765625
2024-10-08 00:00:00+00:00,1651.050048828125,1397.3499755859375,4253.25
2024-10-09 00:00:00+00:00,1633.1500244140625,1374.5999755859375,4252.9501953125
2024-10-10 00:00:00+00:00,1662.4000244140625,1371.050048828125,4227.39990234375
2024-10-11 00:00:00+00:00,1651.0,1372.0999755859375,4149.2001953125
2024-10-14 00:00:00+00:00,1688.0999755859375,1372.5250244140625,4136.64990234375
2024-10-15 00:00:00+00:00,1684.0999755859375,1344.0250244140625,4116.7998046875
2024-10-16 00:00:00+00:00,1699.800048828125,1354.074951171875,4094.949951171875
2024-10-17 00:00:00+00:00,1673.1500244140625,1356.425048828125,4109.0
2024-10-18 00:00:00+00:00,1681.8499755859375,1359.300048828125,4123.0498046875
2024-10-21 00:00:00+00:00,1728.699951171875,1369.199951171875,4079.85009765625
2024-10-22 00:00:00+00:00,1714.550048828125,1343.3499755859375,4015.5
2024-10-23 00:00:00+00:00,1735.800048828125,1338.5250244140625,4066.25
2024-10-24 00:00:00+00:00,1749.6500244140625,1339.800048828125,4047.89990234375
2024-10-25 00:00:00+00:00,1743.4000244140625,1327.8499755859375,4057.550048828125
2024-10-28 00:00:00+00:00,1734.199951171875,1334.3499755859375,4090.85009765625
2024-10-29 00:00:00+00:00,1751.8499755859375,1340.0,4075.25
2024-10-30 00:00:00+00:00,1734.5999755859375,1343.9000244140625,4084.64990234375
